Date,Close,High,Low,Open,Volume,Company,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume,Close,High,Low,Open,Volume
,TCS.NS,TCS.NS,TCS.NS,TCS.NS,TCS.NS,,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS,HCLTECH.NS
2025-04-11,,,,,,Infosys,1409.449951171875,1438.800048828125,1397.050048828125,1411.25,12567440.0,,,,,,,,,,
2025-04-15,,,,,,Infosys,1426.0,1447.699951171875,1409.0,1445.5999755859375,10178267.0,,,,,,,,,,
2025-03-17,,,,,,Wipro,,,,,,259.8500061035156,265.20001220703125,258.8999938964844,264.0,12697926.0,,,,,
2025-03-18,,,,,,Wipro,,,,,,259.8500061035156,259.8500061035156,259.8500061035156,259.8500061035156,0.0,,,,,
2025-03-19,,,,,,Wipro,,,,,,265.70001220703125,266.5,256.25,262.0,14044300.0,,,,,
2025-03-20,,,,,,Wipro,,,,,,268.0,273.95001220703125,267.5,269.20001220703125,17038774.0,,,,,
2025-03-21,,,,,,Wipro,,,,,,264.29998779296875,269.54998779296875,260.20001220703125,264.0,22659168.0,,,,,
2025-03-24,,,,,,Wipro,,,,,,269.3999938964844,271.6499938964844,265.3999938964844,267.04998779296875,9269617.0,,,,,
2025-03-25,,,,,,Wipro,,,,,,271.0,274.70001220703125,269.3500061035156,272.0,12563930.0,,,,,
2025-03-26,,,,,,Wipro,,,,,,267.3999938964844,272.25,266.75,272.0,7308412.0,,,,,
2025-03-27,,,,,,Wipro,,,,,,272.20001220703125,273.54998779296875,269.6000061035156,270.0,14783522.0,,,,,
2025-03-28,,,,,,Wipro,,,,,,262.25,271.8500061035156,261.6000061035156,271.0,14283389.0,,,,,
2025-04-01,,,,,,Wipro,,,,,,262.6000061035156,263.0,258.5,260.3500061035156,8388635.0,,,,,
2025-04-02,,,,,,Wipro,,,,,,263.6000061035156,265.54998779296875,261.1000061035156,262.79998779296875,7136992.0,,,,,
2025-04-03,,,,,,Wipro,,,,,,256.3500061035156,260.5,255.3000030517578,259.8999938964844,12262561.0,,,,,
2025-04-04,,,,,,Wipro,,,,,,246.3000030517578,253.9499969482422,244.85000610351562,253.0,14639785.0,,,,,
2025-04-07,,,,,,Wipro,,,,,,242.89999389648438,243.85000610351562,228.0,231.0500030517578,13011904.0,,,,,
2025-04-08,,,,,,Wipro,,,,,,247.25,249.5,243.85000610351562,244.75,13806651.0,,,,,
2025-04-09,,,,,,Wipro,,,,,,236.64999389648438,242.3000030517578,234.0,240.6999969482422,19063559.0,,,,,
2025-04-11,,,,,,Wipro,,,,,,239.75,245.0,238.35000610351562,245.0,11205821.0,,,,,
2025-04-15,,,,,,Wipro,,,,,,244.0,245.0500030517578,241.35000610351562,245.0500030517578,10692034.0,,,,,
2025-03-17,,,,,,HCLTech,,,,,,,,,,,1545.1500244140625,1547.550048828125,1519.050048828125,1528.0,2029100.0
2025-03-18,,,,,,HCLTech,,,,,,,,,,,1545.1500244140625,1545.1500244140625,1545.1500244140625,1545.1500244140625,0.0
2025-03-19,,,,,,HCLTech,,,,,,,,,,,1544.449951171875,1561.3499755859375,1525.0999755859375,1558.5,4522829.0
2025-03-20,,,,,,HCLTech,,,,,,,,,,,1562.0,1582.0999755859375,1547.050048828125,1547.8499755859375,4608677.0
2025-03-21,,,,,,HCLTech,,,,,,,,,,,1566.699951171875,1592.050048828125,1521.5,1535.0999755859375,8109210.0
2025-03-24,,,,,,HCLTech,,,,,,,,,,,1604.1500244140625,1610.9000244140625,1560.0,1591.0,2487843.0
2025-03-25,,,,,,HCLTech,,,,,,,,,,,1624.9000244140625,1658.949951171875,1618.949951171875,1622.0,4906013.0
2025-03-26,,,,,,HCLTech,,,,,,,,,,,1633.4000244140625,1644.949951171875,1622.0,1624.9000244140625,3096513.0
2025-03-27,,,,,,HCLTech,,,,,,,,,,,1630.1500244140625,1645.0,1613.550048828125,1625.6500244140625,3383080.0
2025-03-28,,,,,,HCLTech,,,,,,,,,,,1592.5,1625.550048828125,1581.5999755859375,1616.0999755859375,2211077.0
2025-04-01,,,,,,HCLTech,,,,,,,,,,,1530.3499755859375,1585.0,1526.0999755859375,1577.0,4126827.0
2025-04-02,,,,,,HCLTech,,,,,,,,,,,1527.550048828125,1538.550048828125,1506.4000244140625,1515.0,3167863.0
2025-04-03,,,,,,HCLTech,,,,,,,,,,,1470.0999755859375,1500.0,1465.0,1500.0,3966161.0
2025-04-04,,,,,,HCLTech,,,,,,,,,,,1422.0999755859375,1456.199951171875,1419.0999755859375,1449.0,4421312.0
2025-04-07,,,,,,HCLTech,,,,,,,,,,,1374.0999755859375,1383.75,1302.75,1345.0,6484139.0
2025-04-08,,,,,,HCLTech,,,,,,,,,,,1403.3499755859375,1424.25,1372.0,1380.0,3938359.0
2025-04-09,,,,,,HCLTech,,,,,,,,,,,1380.0,1388.699951171875,1357.050048828125,1380.6500244140625,3306801.0
2025-04-11,,,,,,HCLTech,,,,,,,,,,,1390.550048828125,1425.0,1360.0,1360.0,4859622.0
2025-04-15,,,,,,HCLTech,,,,,,,,,,,1426.5,1428.800048828125,1406.0,1420.0,3265074.0
